"","Name","System","RT","Pubchem"
"542","leucine","LIFE_new",0.975716667,6106
"543","luteolin","LIFE_new",3.745875,5280445
"544","methione","LIFE_new",0.703416667,6137
"545","MG-H1 ((2s)-2-amino-5-(5-methyl-4-oxo-4,5-dihydro-1h-imidazol-2-ylamino)-pentanoic acid)","LIFE_new",0.483783333,25203986
"546","myo-inositol","LIFE_new",0.464883333,892
"547","n-acetyl-asp-glu","LIFE_new",0.863283333,5255
"548","n-acetyl-l-tyrosine","LIFE_new",2.678266667,68310
"549","n-lauroylsarcosine","LIFE_new",4.599633333,7348
"550","N-phenylacetyl-methionine","LIFE_new",3.785583333,13521047
"551","nicotinamide","LIFE_new",0.721666667,936
"552","oleamide","LIFE_new",4.81385,5283387
"553","oleoyl l-carnitine","LIFE_new",4.508408333,53477789
"554","orotic acid","LIFE_new",0.588016667,967
"555","p-aminohippuric acid","LIFE_new",1.2034,2148
"556","perillic acid","LIFE_new",3.8101,1256
"557","pglu-pro","LIFE_new",2.017266667,13306588
"558","phenylacetylamino-acetic acid","LIFE_new",3.3805,68144
"559","phenylalanine","LIFE_new",0.498,6140
"560","pipecolinic acid","LIFE_new",0.6204,849
"561","Pyrocatechol glucuronide","LIFE_new",2.805766667,53909278
"562","pyrraline","LIFE_new",2.314133333,14274616
"563","pyrrole-2-carboxylic acid","LIFE_new",2.609316667,12473
"564","quercetin","LIFE_new",3.739516667,5280343
"565","quinaldic acid","LIFE_new",2.864083333,7124
"566","sarcosine","LIFE_new",0.4684,1088
"567","sucrose","LIFE_new",0.5045,5988
"568","sulforaphane-n-acetylcysteine","LIFE_new",3.243233333,45040443
"569","taurodeoxycholic acid","LIFE_new",4.458375,2733768
"570","Threonine","LIFE_new",0.475266667,6288
"571","trans-3-hydroxycinnamic acid","LIFE_new",3.5286,637541
"572","trans-4-hydroxy-l-proline","LIFE_new",0.47875,5810
"573","tryptamine hydrochloride","LIFE_new",2.6512,1150
"574","tryptophan","LIFE_new",2.39625,6305
"575","tyrosine","LIFE_new",0.778566667,6057
"576","uridine","LIFE_new",0.767633333,6029
"577","valine","LIFE_new",0.5456,6287
"578","Vanillic acid","LIFE_new",3.17385,8468
"579","vanillin","LIFE_new",3.446825,1183
"580","ÃƒÂ_Ã‚Â_-Pseudouridine","LIFE_new",0.742766667,15047
"581","glycochenodeoxycholic acid 3-glucuronide","LIFE_new",4.3396,53477753
"582","(DL)-p-hydroxyphenyllactic acid","LIFE_old",1.54435,9378
"583","(R)-2-hydroxybutyric acid","LIFE_old",1.3994,11266
"584","1-O-1'-(Z)-octadecenyl-2-hydroxy-sn-glycero-3-phosphocholine (LysoPC(P-18:0))","LIFE_old",4.947716667,24779527
"585","2-Hydroxy-2-methylbutyric acid","LIFE_old",1.625783333,95433
"586","2-Hydroxy-3-methylbutyric acid","LIFE_old",1.685466667,99823
"587","2-methylacetoacetic acid","LIFE_old",1.61285,150996
"588","2-Oxo-3-methylpentanoic acid","LIFE_old",1.864616667,47
"589","2-Oxo-4-methylpentanoic acid","LIFE_old",1.990483333,70
"590","2-Oxovaleric acid","LIFE_old",1.619033333,74563
"591","20-beta-Hydroxy-5-alpha-pregnan-3-one","LIFE_old",4.33025,3080558
"592","3-Hydroxy-2-methylbutyric acid","LIFE_old",1.510833333,160471
"593","3-hydroxy-3-methyl butanoic acid","LIFE_old",1.441,69362
"594","3,4-dihydroxyhydrocinnamic acid","LIFE_old",1.685716667,348154
"595","3,4-dihydroxyphenyl glycol","LIFE_old",1.015416667,91528
"596","4-Aminophenyl hydrogen sulfate","LIFE_old",0.641,5100832
"597","alpha-hydroxyisobutyric acid","LIFE_old",1.39605,11671
"598","Alpha-ketoisovaleric acid","LIFE_old",1.446416667,49
"599","Azelaoyl PAF 10 ug/ml","LIFE_old",4.856216667,53394290
"600","beta-hydroxyisobutyric acid","LIFE_old",1.39625,440873
"601","Cafestol (10x dilute)","LIFE_old",3.188416667,108054
"602","Cyclic(pro-thr)","LIFE_old",1.367483333,73146465
"603","Cyclic(pro-val)","LIFE_old",1.735783333,98951
"604","dl methine sulfoxide","LIFE_old",0.595691667,847
"605","gamma-hydroxybutyric acid","LIFE_old",1.072966667,10413
"606","Leucine","LIFE_old",1.279783333,6106
"607","LPC(18:2)_enz","LIFE_old",4.2542,11005824
"608","LPC(20:5)_enz","LIFE_old",4.0197,11757087
"609","PAZ-PC","LIFE_old",4.663466667,53394306
"610","PC(20:5/20:5)","LIFE_old",5.616425,52923375
"611","PGPC","LIFE_old",4.521358333,46907872
"612","POV-PC 10 ug/ml","LIFE_old",4.658433333,9985914
"613","propionylcarnitine chloride","LIFE_old",1.352083333,107738
"614","Thiamine monophosphate Cloride dihydrat","LIFE_old",0.595133333,10761
"615","Cyclic(ala-ile)","LIFE_old",1.79755,45359405
"616","Cyclic(ala-leu)","LIFE_old",1.8597,3634567
"617","Cyclic(glu-leu)","LIFE_old",1.751366667,927723
"618","Cyclic(ile-val)","LIFE_old",2.31205,10443165
"619","levulinic acid","LIFE_old",1.391133333,11579
"620","pglu-val","LIFE_old",1.5743,152416
"621","val-glu","LIFE_old",0.906058333,5058636
"622","5-methoxysalicylic acid","LIFE_old",2.413183333,75787
"623","beta-hydroxybutyric acid","LIFE_old",1.780333333,441
"624","glutamic acid","LIFE_old",0.577266667,33032
"625","asp-ile","LIFE_old",0.599966667,9899628
"626","asp-leu","LIFE_old",0.600266667,6992367
"627","beta-asp-ile","LIFE_old",0.600066667,70678895
"628","beta-asp-leu","LIFE_old",0.599783333,3549397
"629","Cyclic(asp-glu)","LIFE_old",0.88355,10263843
"630","Cyclic(asp-ile)","LIFE_old",1.650683333,85807916
"631","Cyclic(asp-leu)","LIFE_old",1.675366667,76518477
"632","Cyclic(glu-ile)","LIFE_old",1.713083333,10105785
"633","Cyclic(glu-val)","LIFE_old",1.498383333,10263169
"634","Cyclic(phe-val)","LIFE_old",2.387666667,139766
"635","glu-val","LIFE_old",1.321983333,6992567
"636","ile-asp","LIFE_old",0.599966667,14304554
"637","leu-asp","LIFE_old",0.599983333,3328705
"638","N-phenylacetyl-methionine","LIFE_old",2.57615,13521047
"639","pglu-asp","LIFE_old",0.599883333,81640562
"640","pglu-ile","LIFE_old",1.82585,22799706
"641","pglu-leu","LIFE_old",1.89025,152417
"642","phe-asp","LIFE_old",1.53665,6992643
"643","pyrraline","LIFE_old",1.42835,14274616
"644","11-Deoxy-17-hydroxycorticosterone","LIFE_old",3.044966667,440707
"645","INDOLE-3-ACRYLOYLGLYCINE","LIFE_old",2.12965,5370648
"646","Isoleucine","LIFE_old",1.34885,6306
"647","N-methyl-aspartic acid","LIFE_old",0.579916667,22880
"648","Nicotinuric acid","LIFE_old",1.346,68499
"649","Prednisolone","LIFE_old",2.65145,5755
"650","Threonine","LIFE_old",0.57355,6288
"651","Valine","LIFE_old",0.797933333,6287
"652","Cyclic(glu-pro)","LIFE_old",1.428166667,9815971
"653","pro-thr","LIFE_old",0.600066667,18218237
"654","Phe-Val","LIFE_old",1.62985,4096934
"655","Val-Phe","LIFE_old",1.700533333,144746
"656","(-)-Cotinine","LIFE_old",1.25775,408
"657","1-methyladenosine","LIFE_old",1.303733333,27476
"658","1-methyluric acid","LIFE_old",1.28035,69726
"659","1,7-dimethylxanthine","LIFE_old",1.449075,4687
"660","2-thiocytidine dihydrate","LIFE_old",0.985766667,71311249
"661","2,6-diaminopimelic acid","LIFE_old",0.542783333,439283
"662","3-hydroxy-dl-kynurenine","LIFE_old",1.03485,89
"663","3-methylcytidine methosulfate","LIFE_old",0.985766667,16219675
"664","3-methylxanthine","LIFE_old",1.2835,70639
"665","4-acetamidobenzoic acid","LIFE_old",1.707383333,19266
"666","4-aminophenol","LIFE_old",0.641,403
"667","4-hydroxybenzaldehyde","LIFE_old",1.912683333,126
"668","5-hydroxyindole-3-acetic acid","LIFE_old",1.61105,1826
"669","5-methylcytidine","LIFE_old",1.27845,92918
"670","6-hydroxymelatonin","LIFE_old",1.812533333,1864
"671","7-methylguanosine","LIFE_old",1.1733,445404
"672","alfa-(methylamino)isobutyric acid","LIFE_old",0.7116,75725
"673","alfa-lactose monohydrate","LIFE_old",0.599583333,62223
"674","arginine","LIFE_old",0.56585,6322
"675","carnosol","LIFE_old",3.995816667,2579
"676","CEL","LIFE_old",0.570683333,23400779
"677","chenodeoxycholic acid","LIFE_old",3.902433333,10133
"678","cml","LIFE_old",0.67575,15691192
"679","coenzyme q1","LIFE_old",3.9242,4462
"680","cytidine","LIFE_old",0.748733333,6175
"681","d-pantethine","LIFE_old",1.8705,452306
"682","dehydrocholic acid","LIFE_old",2.979983333,6674
"683","delta-valerolactam","LIFE_old",1.386733333,12665
"684","dl-2-aminoadipic acid","LIFE_old",0.65715,469
"685","dl-3-indolelactic acid","LIFE_old",2.134483333,92904
"686","g-h1((2s)-2-amino-5-(4-oxo-4,5-dihydro-1h-imidazol-2-ylamino)-pentanoic acid)","LIFE_old",0.5609,25203989
"687","GALA ((2s)-2-amino-6-(2-hydroxy-acetylamino)-hexanoic acid)","LIFE_old",0.67575,86184845
"688","glycochenodeoxycholic acid","LIFE_old",3.464083333,22833540
"689","glycocholic acid","LIFE_old",3.07335,23617285
"690","glycodeoxycholic acid","LIFE_old",3.464083333,22833539
"691","glycolithocholic acid","LIFE_old",3.558633333,115245
"692","guanosine","LIFE_old",1.263916667,6802
"693","hypotaurine","LIFE_old",0.576041667,107812
"694","hypoxanthine","LIFE_old",0.882016667,790
"695","indole-3-carbaldehyde","LIFE_old",2.274133333,10256
"696","indoxyl beta-d-glucoside","LIFE_old",1.69675,258533
"697","indoxyl beta-d-glucuronide cyclohexylammonium salt","LIFE_old",1.703566667,4379663
"698","inosine","LIFE_old",1.263916667,6021
"699","kaempferol","LIFE_old",2.7594,5280863
"700","l-cysteine","LIFE_old",0.603116667,5862
"701","l-cystine","LIFE_old",0.5459,67678
"702","l-kynurenine","LIFE_old",1.344583333,846
"703","l-lysine","LIFE_old",0.509816667,5962
"704","l-ornithine monohydrochloride","LIFE_old",0.516566667,6262
"705","lauroyl l-carnitine","LIFE_old",3.37625,168381
"706","methione","LIFE_old",0.927416667,6137
"707","MG-H1 ((2s)-2-amino-5-(5-methyl-4-oxo-4,5-dihydro-1h-imidazol-2-ylamino)-pentanoic acid)","LIFE_old",0.585133333,25203986
"708","myo-inositol","LIFE_old",0.570716667,892
"709","n-acetyl-asp-glu","LIFE_old",1.276366667,5255
"710","n-acetyl-l-tyrosine","LIFE_old",1.530783333,68310
"711","n-lauroylsarcosine","LIFE_old",4.27295,7348
"712","nicotinamide","LIFE_old",0.969416667,936
"713","oleoyl l-carnitine","LIFE_old",4.0834,53477789
"714","orotic acid","LIFE_old",0.718816667,967
"715","p-aminohippuric acid","LIFE_old",1.2945,2148
"716","pglu-pro","LIFE_old",1.42855,13306588
"717","phenylalanine","LIFE_old",0.631966667,6140
"718","quinaldic acid","LIFE_old",1.68315,7124
"719","sarcosine","LIFE_old",0.573933333,1088
"720","sucrose","LIFE_old",0.661333333,5988
"721","syringic acid","LIFE_old",1.788016667,10742
"722","taurodeoxycholic acid","LIFE_old",3.329583333,2733768
"723","taurolithocholic acid","LIFE_old",3.837358333,53477716
"724","theobromine","LIFE_old",1.369466667,5429
"725","trans-4-hydroxy-l-proline","LIFE_old",0.576516667,5810
"726","tryptamine hydrochloride","LIFE_old",1.527833333,1150
"727","tryptophan","LIFE_old",1.452666667,6305
"728","tyrosine","LIFE_old",1.056533333,6057
"729","uridine","LIFE_old",1.15695,6029
"730","Vanillic acid","LIFE_old",1.77605,8468
"731","vanillin","LIFE_old",2.03495,1183
"732","ÃƒÂ_Ã‚Â_-Pseudouridine","LIFE_old",1.15885,15047
"733","Arginine","LIFE_new",0.421283333,6322
"734","Taurine","LIFE_new",0.469533333,1123
"735","Citrulline","LIFE_new",0.469533333,9750
"736","Adenine","LIFE_new",0.538416667,190
"737","Ascorbic acid","LIFE_new",0.560933333,54670067
"738","Uric acid","LIFE_new",0.618316667,1175
"739","Uracil","LIFE_new",0.627616667,1174
"740","Citric acid","LIFE_new",0.658683333,311
"741","Methionine","LIFE_new",0.646333333,6137
"742","Pyroglutamic acid","LIFE_new",0.730941667,7405
"743","Uridine","LIFE_new",0.730941667,6029
"744","Tyrosine","LIFE_new",0.660766667,6057
"745","Adenosine","LIFE_new",0.857133333,60961
"746","Inosine","LIFE_new",0.927066667,6021
"747","Leucine","LIFE_new",0.971325,6106
"748","Isoleucine","LIFE_new",0.971325,6306
"749","Methylmalonic acid","LIFE_new",0.539366667,487
"750","Glutaric acid","LIFE_new",1.32225,743
"751","Phenylalanine","LIFE_new",1.587016667,6140
"752","Adipic acid","LIFE_new",2.329066667,196
"753","Tryptophan","LIFE_new",2.424916667,6305
"754","Hippuric acid","LIFE_new",3.097416667,464
"755","Caffeic acid","LIFE_new",3.200966667,689043
"756","Phenylacetic acid","LIFE_new",0.86075,999
"757","Pimelic acid","LIFE_new",3.16515,385
"758","phenyllactic acid","LIFE_new",3.4909,643327
"759","Azelaic acid","LIFE_new",3.626366667,2266
"760","hydrocortisone, cortisol","LIFE_new",3.86625,5754
"761","Taurocholic acid","LIFE_new",4.26145,6675
"762","Glycocholic acid","LIFE_new",4.2433,10140
"763","Cholic acid","LIFE_new",4.456666667,221493
"764","Chenodeoxycholic acid","LIFE_new",4.620166667,10133
"765","Deoxycholic acid","LIFE_new",4.620166667,222528
"766","lysoPC(16:0/0:0)","LIFE_new",4.697783333,86554
"767","lysoPC(18:1(9Z)/0:0)","LIFE_new",4.719916667,5280634
"768","Riboflavin","LIFE_new",3.3807,1072
"769","Cortisone","LIFE_new",3.844783333,222786
"770","Proline","LIFE_new",0.506216667,145742
"771","1-Methyl-L-Histidine","LIFE_new",0.424883333,92105
"772","Creatinine","LIFE_new",0.467266667,588
"773","N,N-dimethylglycine","LIFE_new",0.469533333,673
"774","Mevalonolactone","LIFE_new",1.193016667,5325923
"775","paba","LIFE_new",2.094316667,978
"776","Caffeine","LIFE_new",3.130666667,2519
"777","Arginine","LIFE_old",0.526816667,6322
"778","Taurine","LIFE_old",0.556466667,1123
"779","Citrulline","LIFE_old",0.5747,9750
"780","Adenine","LIFE_old",0.684983333,190
"781","Uric acid","LIFE_old",0.75225,1175
"782","Uracil","LIFE_old",0.75225,1174
"783","Citric acid","LIFE_old",0.785016667,311
"784","Methionine","LIFE_old",0.781416667,6137
"785","Pyroglutamic acid","LIFE_old",0.83595,7405
"786","Uridine ","LIFE_old",0.785016667,6029
"787","Tyrosine","LIFE_old",0.79035,6057
"788","Adenosine","LIFE_old",1.341616667,60961
"789","Inosine","LIFE_old",0.846383333,6021
"790","Leucine","LIFE_old",1.345233333,6106
"791","Isoleucine","LIFE_old",1.345233333,6306
"792","Methylmalonic acid","LIFE_old",1.266666667,487
"793","Glutaric acid","LIFE_old",1.3669,743
"794","Phenylalanine","LIFE_old",1.403,6140
"795","Adipic acid","LIFE_old",1.498283333,196
"796","Tryptophan","LIFE_old",1.4865,6305
"797","Hippuric acid","LIFE_old",1.7732,464
"798","Caffeic acid","LIFE_old",1.704675,689043
"799","Phenylacetic acid","LIFE_old",1.192816667,999
"800","Pimelic acid","LIFE_old",1.716966667,385
"801","phenyllactic acid","LIFE_old",2.07815,643327
"802","Azelaic acid","LIFE_old",2.261216667,2266
"803","hydrocortisone, cortisol","LIFE_old",2.63095,5754
"804","Taurocholic acid","LIFE_old",2.8466,6675
"805","Glycocholic acid","LIFE_old",3.050483333,10140
"806","Cholic acid","LIFE_old",3.399883333,221493
"807","Chenodeoxycholic acid","LIFE_old",3.938633333,10133
"808","Deoxycholic acid","LIFE_old",3.938633333,222528
"809","lysoPC(16:0/0:0)","LIFE_old",4.401758333,86554
"810","lysoPC(18:1(9Z)/0:0)","LIFE_old",4.504308333,5280634
"811","Riboflavin","LIFE_old",1.6801,1072
"812","Cortisone","LIFE_old",2.606833333,222786
"813","Proline","LIFE_old",0.626483333,145742
"814","1-Methyl-L-Histidine","LIFE_old",0.531383333,92105
"815","Creatinine","LIFE_old",0.572416667,588
"816","N,N-dimethylglycine","LIFE_old",0.572416667,673
"817","Mevalonolactone","LIFE_old",1.376683333,5325923
"818","paba","LIFE_old",1.502566667,978
"819","Caffeine","LIFE_old",1.65485,2519
"820","Arginine","IPB_Halle",0.412966667,6322
"821","Taurine","IPB_Halle",0.446016667,1123
"822","Citrulline","IPB_Halle",0.45725,9750
"823","Adenine","IPB_Halle",0.525266667,190
"824","Uric acid","IPB_Halle",0.6432,1175
"825","Uracil","IPB_Halle",0.637566667,1174
"826","Methionine","IPB_Halle",0.6432,6137
"827","Pyroglutamic acid","IPB_Halle",0.687466667,7405
"828","Uridine ","IPB_Halle",0.704316667,6029
"829","Tyrosine","IPB_Halle",0.71555,6057
"830","Adenosine","IPB_Halle",0.755466667,60961
"831","Inosine","IPB_Halle",0.8391,6021
"832","Leucine","IPB_Halle",0.794616667,6106
"833","Isoleucine","IPB_Halle",0.794616667,6306
"834","Methylmalonic acid","IPB_Halle",0.733066667,487
"835","Glutaric acid","IPB_Halle",1.142266667,743
"836","Phenylalanine","IPB_Halle",1.311366667,6140
"837","Adipic acid","IPB_Halle",2.327,196
"838","Tryptophan","IPB_Halle",2.529816667,6305
"839","Hippuric acid","IPB_Halle",3.38825,464
"840","Caffeic acid","IPB_Halle",3.493666667,689043
"841","Phenylacetic acid","IPB_Halle",3.595966667,999
"842","Pimelic acid","IPB_Halle",3.472433333,385
"843","phenyllactic acid","IPB_Halle",4.370816667,643327
"844","Azelaic acid","IPB_Halle",5.3534,2266
"845","hydrocortisone, cortisol","IPB_Halle",6.5559,5754
"846","Taurocholic acid","IPB_Halle",7.565633333,6675
"847","Glycocholic acid","IPB_Halle",7.919366667,10140
"848","Cholic acid","IPB_Halle",8.94125,221493
"849","Chenodeoxycholic acid","IPB_Halle",10.4909,10133
"850","Deoxycholic acid","IPB_Halle",10.7043,222528
"851","lysoPC(16:0/0:0)","IPB_Halle",11.598,86554
"852","lysoPC(18:1(9Z)/0:0)","IPB_Halle",11.9967,5280634
"853","Riboflavin","IPB_Halle",3.922316667,1072
"854","Cortisone","IPB_Halle",6.606466667,222786
"855","Proline","IPB_Halle",0.481516667,145742
"856","1-Methyl-L-Histidine","IPB_Halle",0.407366667,92105
"857","paba","IPB_Halle",1.945866667,978
"858","Caffeine","IPB_Halle",3.4563,2519
"859","3-hydroxy-3-methylbutyric acid (3-hydroxyisovaleric acid) ","MTBLS20",4.2,69362
"860","trimethylamine oxide ","MTBLS20",0.9,1145
"861","carnitine ","MTBLS20",1,288
"862","tetrahydrohippuric acid ","MTBLS20",6.3,149048
"863","urea ","MTBLS20",0.9,1176
"864","oxoproline ","MTBLS20",1.1,7405
"865","pipecolic acid ","MTBLS20",1.1,25200477
"866","acetyl-L-carnitine","MTBLS20",1.1,7045767
"867","N-acetylputrescine ","MTBLS20",1.1,122356
"868","4-acetamidobutanoic acid ","MTBLS20",3,18189
"869","Gly-Pro","MTBLS20",1.1,6993386
"870","2-hydroxy-2-methylbutyric acid (2-hydroxyisovaleric acid) ","MTBLS20",4.6,95433
"871","choline ","MTBLS20",0.9,305
"872","hippuric acid ","MTBLS20",5.8,464
"873","4-aminophenol ","MTBLS20",1.1,403
"874","cytosine ","MTBLS20",1.1,597
"875","creatinine ","MTBLS20",0.9,588
"876","5,6-dihydrouracil","MTBLS20",1.1,649
"877","4-methylhippuric acid (para-methylhippuric acid) ","MTBLS20",6.7,97479
"878","phenylalanine ","MTBLS20",4.4,6140
"879","2-hydroxybenzyl alcohol ","MTBLS20",5.8,5146
"880","taurine ","MTBLS20",0.9,4068592
"881","N-acetyl-L-leucine","MTBLS20",6.1,70912
"882","glutamine ","MTBLS20",0.9,6992086
"883","oxoproline ","MTBLS20",1.7,7405
"884","phenylacetyl-L-glutamine ","MTBLS20",5.8,92258
"885","methionine ","MTBLS20",1.1,6137
"886","trigonelline ","MTBLS20",0.9,5570
"887","tiglylglycine ","MTBLS20",5.2,6441567
"888","isovalerylglycine ","MTBLS20",5.3,546304
"889","3-hydroxybenzyl alcohol ","MTBLS20",5.1,102
"890","tryptamine ","MTBLS20",5.7,1150
"891","stachydrine (proline betaine) ","MTBLS20",1,115244
"892","5-hydroxyindoleacetic acid ","MTBLS20",5.7,1826
"893","4-acetamidobutanoic acid ","MTBLS20",3.1,18189
"894","N-isobutyrylglycine ","MTBLS20",4.1,10855600
"895","citric acid ","MTBLS20",1.7,311
"896","alpha-hydroxyhippuric acid ","MTBLS20",5.1,450272
"897","guanine ","MTBLS20",1.1,764
"898","xanthosine ","MTBLS20",4.3,64959
"899","N4-acetylcytidine ","MTBLS20",4.6,107461
"900","serotonin ","MTBLS20",4.2,5202
"901","3-indole carboxylic acid glucuronide ","MTBLS20",6.3,53481645
"902","2-aminoadipic acid ","MTBLS20",1.1,59366488
"903","N2-methylguanosine ","MTBLS20",4.4,3035422
"904","1-methylxanthine ","MTBLS20",4.2,80220
"905","1-methylxanthine ","MTBLS20",4.3,80220
"906","pyridoxal  isomer","MTBLS20",1.1,440899
"907","uric acid ","MTBLS20",1.4,1175
"908","hexanoylglycine ","MTBLS20",6.5,99463
"909","xanthurenic acid ","MTBLS20",5.2,5699
"910","histidine ","MTBLS20",0.8,6274
