"","Pubchem","System","mmass","rt","model_prediction"
"1615",21145142,"MTBLS36",213.987853712,9.296789157,8.59497233072917
"1616",21775588,"FEM_orbitrap_plasma",396.33921603,15.18,18.0815397135417
"1617",22833539,"LIFE_new",449.314123491,4.439183333,13.8447607421875
"1618",22833539,"FEM_orbitrap_urine",449.314123491,15.43,13.8447607421875
"1619",22833539,"FEM_orbitrap_plasma",449.314123491,11.91,13.8447607421875
"1620",22833539,"FEM_orbitrap_plasma",449.314123491,12.03,13.8447607421875
"1621",22833539,"LIFE_old",449.314123491,3.464083333,13.8447607421875
"1622",22833540,"FEM_orbitrap_urine",449.314123491,15.22,12.2339908854167
"1623",22833540,"LIFE_new",449.314123491,4.231983333,12.2339908854167
"1624",22833540,"FEM_orbitrap_plasma",449.314123491,11.79,12.2339908854167
"1625",22833540,"LIFE_old",449.314123491,3.464083333,12.2339908854167
"1626",23617285,"LIFE_old",465.309038113,3.07335,11.822158203125
"1627",23617285,"LIFE_new",465.309038113,4.236366667,11.822158203125
"1628",23617285,"FEM_orbitrap_plasma",465.309038113,10.18,11.822158203125
"1629",24778876,"LIFE_new",833.593455181,5.5145,15.762900390625
"1630",24779458,"MTBLS17",481.316839407,4.675,15.4536783854167
"1631",24779463,"MTBLS17",509.348139535,5.303333333,14.3541015625
"1632",24779476,"MTBLS19",543.332489471,7.736666667,14.8039615885417
"1633",24779527,"LIFE_old",507.368874977,4.947716667,15.1194075520833
"1634",52923375,"LIFE_old",825.530854925,5.616425,15.4948616536458
"1635",52924051,"MTBLS19",549.379439663,6.88,19.7656217447917
"1636",53477716,"FEM_orbitrap_plasma",483.301844245,12.57,13.0164168294271
"1637",53477716,"FEM_orbitrap_urine",483.301844245,15.88,13.0164168294271
"1638",53477716,"LIFE_old",483.301844245,3.837358333,13.0164168294271
"1639",53477753,"LIFE_new",625.346211479,4.3396,12.2109293619792
"1640",53477767,"FEM_orbitrap_plasma",610.189770418,7.33,11.8008089192708
"1641",53481006,"FEM_orbitrap_plasma",347.063084339,1.45,1.65225758870443
"1642",54670067,"RIKEN",176.032087988,1.15,7.72262776692708
"1643",54670067,"LIFE_new",176.032087988,0.560933333,7.72262776692708
"1644",54678486,"UFZ_Phenomenex",308.104859,24.7,14.1328955078125
